Word;PoS;Category;NOUN;VERB;Numbers;PRON;ADV;ADJ
короткий;ADJ;;продавщица;;;;;
коротко;ADV;;продажа;;;;;
корридор;NOUN;House;продолжительность;;;;;
коррупция;NOUN;;продукт;;;;;
корт;NOUN;Sport;проект;;;;;
косметика;NOUN;;проза;;;;;
космонавт;NOUN;Occupation;произведение;;;;;
космос;NOUN;;производство;;;;;
костёл;NOUN;;прокуратура;;;;;
костёр;NOUN;;прокурор;;;;;
кость;NOUN;;промышленность;;;;;
костюм;NOUN;Clothing;пропасть;;;;;
кот;NOUN;Animals;пропуск;;;;;
котёнок;NOUN;Animals;просмотр;;;;;
которая;PRON;;столовая;;;;;
которое;PRON;;стюард;;;;;
которые;PRON;;тема;;;;;
который;PRON;;тюрьма;;;;;
кофе;NOUN;;прохожий;;;;;
кофемашина;NOUN;;процент;;;;;
кофта;NOUN;Clothing;процесс;;;;;
кошелёк;NOUN;;прошлое;;;;;
кошка;NOUN;Animals;пруд;;;;;
краеведческий;ADJ;;прыжок;;;;;
кража;NOUN;;птица;;;;;
кран;NOUN;;пульт;;;;;
красиво;ADV;;пуля;;;;;
красивый;ADJ;;пустыня;;;;;
краска;NOUN;;путёвка;;;;;
красный;ADJ;Color;путешествие;;;;;
краткий;ADJ;;путь;;;;;
кредитный;ADJ;;пуф;;;;;
крепкий;ADJ;;пушка;;;;;
крепко;ADV;;пчела;;;;;
кресло;NOUN;Furniture;пьяница;;;;;
крест;NOUN;;пьянство;;;;;
крестить;VERB;;пятница;;;;;
крестьянин;NOUN;;пятно;;;;;
крестьянка;NOUN;;работа;;;;;
крик;NOUN;;работник;;;;;
крикнуть;VERB;;работница;;;;;
криминальный;ADJ;;работодатель;;;;;
критиковать;VERB;;работоспособность;;;;;
кричать;VERB;;рабочий;;;;;
кровать;NOUN;Furniture;равнодушие;;;;;
кровяной;ADJ;;равноправие;;;;;
крокодил;NOUN;Animals;радио;;;;;
кролик;NOUN;Animals;радуга;;;;;
кроссовки;NOUN;Clothing;разговор;;;;;
крот;NOUN;Animals;разделение;;;;;
круг;NOUN;;размер;;;;;
круглый;ADJ;;разница;;;;;
кругом;ADV;;разрешение;;;;;
кругом;ADV;;район;;;;;
кружка;NOUN;;рак;;;;;
круто;ADV;;ракета;;;;;
крутой;ADJ;;раковина;;;;;
крыжовник;NOUN;Fruits;распад;;;;;
крыло;NOUN;;расписание;;;;;
крыса;NOUN;Animals;расположение;;;;;
крыша;NOUN;House;распределение;;;;;
крышка;NOUN;;распространение;;;;;
кстати;ADV;;рассвет;;;;;
кто;PRON;;убийство;;;;;
Куба;NOUN;Countries;рассказ;;;;;
кубинец;NOUN;Nationality;расслоение;;;;;
кубинка;NOUN;Nationality;расстояние;;;;;
куда;ADV;;расстрел;;;;;
кудрявый;ADJ;;расстройство;;;;;
кузов;NOUN;;рассуждение;;;;;
кукла;NOUN;;рассылка;;;;;
кукуруза;NOUN;Vegetables;растение;;;;;
кулон;NOUN;;расход;;;;;
купальник;NOUN;Clothing;расчёска;;;;;
купать;VERB;;расчёт;;;;;
купаться;VERB;;расширение;;;;;
купить;VERB;;рацион;;;;;
курильщик;NOUN;;ребёнок;;;;;
курить;VERB;;регистрация;;;;;
курица;NOUN;Animals;редакция;;;;;
курс;NOUN;;резина;;;;;
куртка;NOUN;Clothing;результат;;;;;
курьер;NOUN;Occupation;рейс;;;;;
кусок;NOUN;;рейтинг;;;;;
куст;NOUN;;река;;;;;
кухня;NOUN;House;реклама;;;;;
кушать;VERB;;религия;;;;;
лаборатория;NOUN;;ремень;;;;;
лавка;NOUN;;ремонт;;;;;
лагерь;NOUN;;репертуар;;;;;
ладно;ADV;;репетитор;;;;;
лампа;NOUN;Furniture;респондент;;;;;
лапша;NOUN;;республика;;;;;
ластик;NOUN;;ресторан;;;;;
Латвия;NOUN;Countries;рецензия;;;;;
латиноамериканский;ADJ;;рецепт;;;;;
лгать;VERB;;Рим;;;;;
лебедь;NOUN;Animals;рис;;;;;
лев;NOUN;Animals;рисунок;;;;;
левый;ADJ;;робот;;;;;
лёгкий;ADJ;;род;;;;;
легко;ADV;;родина;;;;;
лёд;NOUN;;родитель;;;;;
лёжа;ADV;;родственник;;;;;
лежать;VERB;;родственница;;;;;
лекарство;NOUN;;рождаемость;;;;;
лекция;NOUN;;рождение;;;;;
лениво;ADV;;рождество;;;;;
ленивый;ADJ;;розыск;;;;;
лениться;VERB;;рок;;;;;
лень;NOUN;;роман;;;;;
леопард;NOUN;Animals;Россия;;;;;
лес;NOUN;;россиянин;;;;;
лестница;NOUN;House;россиянка;;;;;
летать;VERB;;рост;;;;;
летающий;ADJ;;рот;;;;;
лететь;VERB;;рубашка;;;;;
летний;ADJ;;рубль;;;;;
лето;NOUN;;рука;;;;;
летом;ADV;;руководитель;;;;;
лётчик;NOUN;Occupation;руководительница;;;;;
либеральный;ADJ;;руководство;;;;;
лимон;NOUN;Fruits;руль;;;;;
лимонад;NOUN;;румын;;;;;
линейка;NOUN;;Румыния;;;;;
линия;NOUN;;румынка;;;;;
лиса;NOUN;Animals;русская;;;;;
Лиссабон;NOUN;;русский;;;;;
лист;NOUN;;ручей;;;;;
Литва;NOUN;Countries;ручка;;;;;
литр;NOUN;;рыба;;;;;
лифт;NOUN;House;рыбак;;;;;
лифчик;NOUN;Clothing;рыбалка;;;;;
лицо;NOUN;;рыло;;;;;
лично;ADV;;рынок;;;;;
личность;NOUN;;рыцарь;;;;;
лишать;VERB;;рюкзак;;;;;
лишний;ADJ;;ряд;;;;;
лоб;NOUN;;сад;;;;;
ловить;VERB;;садовник;;;;;
ловко;ADV;;сайт;;;;;
логично;ADV;;саксофон;;;;;
лодка;NOUN;Transport;салат;;;;;
лодырь;NOUN;;самобичевание;;;;;
ложа;NOUN;;самобытность;;;;;
ложка;NOUN;;самовар;;;;;
ложь;NOUN;;самозащита;;;;;
локоть;NOUN;;самолёт;;;;;
ломать;VERB;;самосознание;;;;;
ломкость;NOUN;;самоутверждение;;;;;
Лондон;NOUN;;самочувствие;;;;;
лосины;NOUN;Clothing;сандалии;;;;;
лось;NOUN;Animals;санки;;;;;
лотерея;NOUN;;сантехник;;;;;
лошадь;NOUN;Animals;сантиметр;;;;;
лужа;NOUN;;Сантьяго;;;;;
лук;NOUN;Vegetables;сапоги;;;;;
луна;NOUN;;сахар;;;;;
лучше;ADV;;сведение;;;;;
лучший;ADJ;;свекла;;;;;
лыжи;NOUN;Sport;свёкор;;;;;
лысый;ADJ;;свекровь;;;;;
льгота;NOUN;;сверстник;;;;;
льготный;ADJ;;сверстница;;;;;
любая;PRON;;увеличение;;;;;
любезный;ADJ;;светофор;;;;;
любимый;ADJ;;свеча;;;;;
любить;VERB;;свидание;;;;;
любовь;NOUN;;свидетель;;;;;
любое;PRON;;увлечение;;;;;
любой;PRON;;успеваемость;;;;;
любопытно;ADV;;свитер;;;;;
любопытство;NOUN;;свиток;;;;;
любые;PRON;;усталость;;;;;
люди;NOUN;;священник;;;;;
лягушка;NOUN;Animals;сдача;;;;;
магазин;NOUN;;сеанс;;;;;
магнитофон;NOUN;;север;;;;;
Мадрид;NOUN;;секрет;;;;;
май;NOUN;;секретарь;;;;;
майка;NOUN;Clothing;секретность;;;;;
майонез;NOUN;;секунда;;;;;
макароны;NOUN;;село;;;;;
маленький;ADJ;;семья;;;;;
малина;NOUN;Fruits;сентябрь;;;;;
мало;ADV;;Сербия;;;;;
малоподвижность;NOUN;;сердце;;;;;
мальчик;NOUN;;серебро;;;;;
мама;NOUN;Family;середина;;;;;
манго;NOUN;Fruits;сессия;;;;;
мандарин;NOUN;Fruits;сестра;;;;;
мантия;NOUN;Clothing;сеть;;;;;
марафон;NOUN;;сжигание;;;;;
марка;NOUN;;сигара;;;;;
марокканец;NOUN;Nationality;сигарета;;;;;
марокканка;NOUN;Nationality;Сидней;;;;;
Марокко;NOUN;Countries;сила;;;;;
март;NOUN;;сироп;;;;;
мартышка;NOUN;Animals;сказка;;;;;
маршрут;NOUN;;скала;;;;;
маршрутный;ADJ;;скамейка;;;;;
масло;NOUN;;скважина;;;;;
мастер;NOUN;Occupation;сквер;;;;;
мастерская;NOUN;;скейтборд;;;;;
мат;NOUN;;скидка;;;;;
математик;NOUN;Occupation;скорая;;;;;
математика;NOUN;;скорый;;;;;
материально;ADV;;скрипка;;;;;
материальный;ADJ;;слава;;;;;
материя;NOUN;;сладость;;;;;
матрёшка;NOUN;;слайд;;;;;
матч;NOUN;Sport;след;;;;;
мать;NOUN;Family;следователь;;;;;
махать;VERB;;следствие;;;;;
машина;NOUN;Transport;слива;;;;;
мгновенно;ADV;;сливки;;;;;
мгновенный;ADJ;;слияние;;;;;
мебель;NOUN;Furniture;словарь;;;;;
мёд;NOUN;;слово;;;;;
медбрат;NOUN;Occupation;слог;;;;;
медведь;NOUN;Animals;слон;;;;;
медленно;ADV;;служанка;;;;;
медленный;ADJ;;служащая;;;;;
медсестра;NOUN;Occupation;служащий;;;;;
медуза;NOUN;Animals;служба;;;;;
международный;ADJ;;смена;;;;;
Мексика;NOUN;Countries;смертность;;;;;
мексиканец;NOUN;Nationality;сметана;;;;;
мексиканка;NOUN;Nationality;смех;;;;;
мелко;ADV;;смородина;;;;;
менеджер;NOUN;Occupation;смысл;;;;;
менее;ADV;;снег;;;;;
меньше;ADV;;снеговик;;;;;
меню;NOUN;;снежок;;;;;
менять;VERB;;сноуборд;;;;;
меняться;VERB;;собака;;;;;
мера;NOUN;;собеседование;;;;;
местный;ADJ;;собрание;;;;;
место;NOUN;;собственник;;;;;
месяц;NOUN;;совет;;;;;
металл;NOUN;;совещание;;;;;
металлург;NOUN;Occupation;согласие;;;;;
метр;NOUN;;создание;;;;;
метро;NOUN;Transport;создатель;;;;;
мех;NOUN;;сознание;;;;;
механик;NOUN;Occupation;сок;;;;;
Мехико;NOUN;;сокровище;;;;;
мечеть;NOUN;;солнце;;;;;
мечта;NOUN;;соль;;;;;
мечтать;VERB;;сон;;;;;
мешать;VERB;;сообщение;;;;;
мешок;NOUN;;соотношение;;;;;
мигать;VERB;;сосед;;;;;
Милан;NOUN;;соседка;;;;;
милиционер;NOUN;Occupation;сосиска;;;;;
милиция;NOUN;;составляющая;;;;;
миллион;NOUN;;состояние;;;;;
мило;ADV;;сотня;;;;;
мимо;ADV;;сотрудник;;;;;
минус;NOUN;;сотрудница;;;;;
минута;NOUN;;соус;;;;;
мир;NOUN;;соцзащита;;;;;
мирно;ADV;;сочетание;;;;;
мировоззрение;NOUN;;сочинение;;;;;
миролюбивый;ADJ;;спальня;;;;;
младший;ADJ;;спина;;;;;
много;ADV;;спичка;;;;;
мобильный;ADJ;;спокойствие;;;;;
могущественный;ADJ;;спорт;;;;;
мода;NOUN;;спортзал;;;;;
модель;NOUN;;спортсмен;;;;;
моё;PRON;;усы;;;;;
мозг;NOUN;;способ;;;;;
мои;PRON;;философия;;;;;
мой;PRON;;фильм;;;;;
мокрый;ADJ;;справочная;;;;;
молиться;VERB;;справочник;;;;;
молодёжь;NOUN;;спрос;;;;;
молодец;NOUN;;сражение;;;;;
молодой;ADJ;;среда;;;;;
молоко;NOUN;;средства;;;;;
молча;ADV;;срок;;;;;
молчание;NOUN;;стадион;;;;;
молчать;VERB;;стажировка;;;;;
монастырь;NOUN;;стакан;;;;;
монах;NOUN;;Стамбул;;;;;
монахиня;NOUN;;станция;;;;;
монета;NOUN;;старение;;;;;
монстр;NOUN;;статья;;;;;
морг;NOUN;;стекло;;;;;
море;NOUN;;стеллаж;;;;;
морепродукты;NOUN;;стена;;;;;
морковь;NOUN;Vegetables;стенд;;;;;
мороженое;NOUN;;стимул;;;;;
Москва;NOUN;;стих;;;;;
мост;NOUN;;стихотворение;;;;;
мотив;NOUN;;Стокгольм;;;;;
мотоцикл;NOUN;Transport;стол;;;;;
мочь;VERB;;столица;;;;;
моя;PRON;;флаг;;;;;
мудрость;NOUN;;стоматолог;;;;;
муж;NOUN;Family;сторонник;;;;;
мужской;ADJ;;сторонница;;;;;
мужчина;NOUN;;стоянка;;;;;
музей;NOUN;;страдание;;;;;
музыка;NOUN;;стражник;;;;;
музыкальный;ADJ;;стражница;;;;;
музыкант;NOUN;Occupation;страна;;;;;
мука;NOUN;;страница;;;;;
мультипликатор;NOUN;Occupation;страсть;;;;;
мультфильм;NOUN;;страх;;;;;
муравей;NOUN;Animals;студент;;;;;
мусор;NOUN;;студентка;;;;;
муха;NOUN;Animals;стул;;;;;
мы;PRON;;флот;;;;;
мыло;NOUN;;стюардесса;;;;;
мысль;NOUN;;суббота;;;;;
мыть;VERB;;субсидия;;;;;
мышца;NOUN;;субъект;;;;;
мышь;NOUN;Animals;сувенир;;;;;
Мюнхен;NOUN;;суд;;;;;
мягкий;ADJ;;судьба;;;;;
мягко;ADV;;судья;;;;;
мясо;NOUN;;сумка;;;;;
мяч;NOUN;Sport;сундук;;;;;
набирать;VERB;;суп;;;;;
наблюдать;VERB;;супермаркет;;;;;
наблюдаться;VERB;;супруг;;;;;
набрать;VERB;;супруга;;;;;
наваждение;NOUN;;суши;;;;;
наверх;ADV;;сфера;;;;;
наверху;ADV;;сцена;;;;;
навсегда;ADV;;счёт;;;;;
навстречу;ADV;;США;;;;;
надвое;ADV;;сын;;;;;
надевать;VERB;;сыр;;;;;
надежда;NOUN;;сюжет;;;;;
надежно;ADV;;сюрприз;;;;;
наделать;VERB;;таблетка;;;;;
надеть;VERB;;табурет;;;;;
надеяться;VERB;;таиландец;;;;;
надолго;ADV;;таиландка;;;;;
надпись;NOUN;;тайга;;;;;
назад;ADV;;Тайланд;;;;;
название;NOUN;;тайна;;;;;
назвать;VERB;;такси;;;;;
назначить;VERB;;таксист;;;;;
называть;VERB;;таможня;;;;;
наизусть;ADV;;танец;;;;;
найти;VERB;;тапочки;;;;;
наказание;NOUN;;тарелка;;;;;
наказать;VERB;;творчество;;;;;
наказывать;VERB;;театр;;;;;
наконец;ADV;;текст;;;;;
накопить;VERB;;телевизор;;;;;
накормить;VERB;;телеграф;;;;;
налево;ADV;;телесериал;;;;;
наличные;NOUN;;телефон;;;;;
налог;NOUN;;тело;;;;;
намеренный;ADJ;;тематика;;;;;
намного;ADV;;темп;;;;;
наоборот;ADV;;температура;;;;;
написать;VERB;;теннис;;;;;
напиток;NOUN;;теннисист;;;;;
наполовину;ADV;;теннисистка;;;;;
напоминать;VERB;;тень;;;;;
напомнить;VERB;;теплоход;;;;;
направить;VERB;;тест;;;;;
направиться;VERB;;тесто;;;;;
направление;NOUN;;тесть;;;;;
направлять;VERB;;тетрадь;;;;;
направляться;VERB;;тётя;;;;;
направо;ADV;;техникум;;;;;
напрокат;ADV;;тёща;;;;;
напротив;ADV;;тигр;;;;;
напряжённость;NOUN;;тишина;;;;;
напуганный;ADJ;;товар;;;;;
наравне;ADV;;товарищ;;;;;
нарисовать;VERB;;Токио;;;;;
наркомания;NOUN;;толпа;;;;;
наркотик;NOUN;;топливо;;;;;
народ;NOUN;;торговец;;;;;
народный;ADJ;;торговка;;;;;
нарочно;ADV;;торговля;;;;;
наружу;ADV;;торт;;;;;
нарушать;VERB;;точка;;;;;
нарушение;NOUN;;трава;;;;;
нарушить;VERB;;традиция;;;;;
наряду;ADV;;трактор;;;;;
наряжаться;VERB;;трамвай;;;;;
насекомое;NOUN;Animals;транспорт;;;;;
населённый;ADJ;;тренажёр;;;;;
насилие;NOUN;;тренер;;;;;
насколько;ADV;;тренировка;;;;;
насладиться;VERB;;тролейбус;;;;;
наслаждаться;VERB;;тропинка;;;;;
наследственность;NOUN;;тротуар;;;;;
насморк;NOUN;;труба;;;;;
насорить;VERB;;трубка;;;;;
настойчивый;ADJ;;труд;;;;;
настолько;ADV;;трудоголизм;;;;;
настоящее;NOUN;;трудоголик;;;;;
настоящий;ADJ;;трудолюбие;;;;;
настроение;NOUN;;трусы;;;;;
настроить;VERB;;туалет;;;;;
настроиться;VERB;;туман;;;;;
натюрморт;NOUN;;тумба;;;;;
наука;NOUN;;Тунис;;;;;
научный;ADJ;;тур;;;;;
находиться;VERB;;турагенство;;;;;
национальность;NOUN;;туризм;;;;;
начало;NOUN;;турист;;;;;
начальник;NOUN;;турок;;;;;
начальный;ADJ;;Турция;;;;;
начать;VERB;;турчанка;;;;;
начинать;VERB;;туфли;;;;;
начинаться;VERB;;тыква;;;;;
наш;PRON;;фонарик;;;;;
наша;PRON;;фонд;;;;;
наше;PRON;;фото;;;;;
наши;PRON;;фраза;;;;;
неблагоприятный;ADJ;;углевод;;;;;
небо;NOUN;;угол;;;;;
небоскрёб;NOUN;;уголь;;;;;
неважно;ADV;;угон;;;;;
неверно;ADV;;угроза;;;;;
невероятно;ADV;;удар;;;;;
невеста;NOUN;Family;ударение;;;;;
невестка;NOUN;Family;удача;;;;;
невозможно;ADV;;удовольствие;;;;;
невысокий;ADJ;;удостоверение;;;;;
негативный;ADJ;;удочка;;;;;
негде;ADV;;ужас;;;;;
неграмотный;ADJ;;ужин;;;;;
негромко;ADV;;узел;;;;;
недавний;ADJ;;узы;;;;;
недавно;ADV;;Украина;;;;;
недалеко;ADV;;украинец;;;;;
недвижимость;NOUN;;украинка;;;;;
неделя;NOUN;;укрепление;;;;;
недобрый;ADJ;;укроп;;;;;
недоверие;NOUN;;улитка;;;;;
недоверчиво;ADV;;улица;;;;;
недолго;ADV;;улыбка;;;;;
недорого;ADV;;ум;;;;;
недостаток;NOUN;;университет;;;;;
недоступность;NOUN;;униформа;;;;;
недружелюбный;ADJ;;уплата;;;;;
незабываемый;ADJ;;употребление;;;;;
независимость;NOUN;;управление;;;;;
независимый;ADJ;;упражнение;;;;;
незаметный;ADJ;;уровень;;;;;
незнакомый;ADJ;;урожай;;;;;
неизбежный;ADJ;;урок;;;;;
неизвестно;ADV;;условие;;;;;
некого;PRON;;Франция;;;;;
некрасивый;ADJ;;установление;;;;;
некто;PRON;;ягода;;;;;
некуда;ADV;;утечка;;;;;
неловко;ADV;;утка;;;;;
неловкость;NOUN;;утро;;;;;
нельзя;ADV;;уха;;;;;
немец;NOUN;Nationality;ухо;;;;;
немецкий;ADJ;;ухудшение;;;;;
немка;NOUN;Nationality;участок;;;;;
немного;ADV;;учёба;;;;;
ненавидеть;VERB;;учебник;;;;;
необходимый;ADJ;;учёный;;;;;
необычный;ADJ;;училище;;;;;
неопрятный;ADJ;;учитель;;;;;
неотделимый;ADJ;;учительница;;;;;
неплохо;ADV;;фабрика;;;;;
непонятно;ADV;;факел;;;;;
непонятный;ADJ;;факультет;;;;;
неправильно;ADV;;фамилия;;;;;
неправильный;ADJ;;фанат;;;;;
непрочный;ADJ;;фанатка;;;;;
неравенство;NOUN;;фантастика;;;;;
нервничать;VERB;;фасоль;;;;;
нервный;ADJ;;февраль;;;;;
несколько;ADV;;фен;;;;;
нести;VERB;;ферма;;;;;
несчастный;ADJ;;фермер;;;;;
нетерпение;NOUN;;фестиваль;;;;;
неужели;ADV;;филолог;;;;;
нефть;NOUN;;филология;;;;;
нехватка;NOUN;;философ;;;;;
нечего;PRON;;ягуар;;;;;
нечто;PRON;;яд;;;;;
Нидерланды;NOUN;Countries;финик;;;;;
ниже;ADV;;финка;;;;;
низ;NOUN;;Финляндия;;;;;
низкий;ADJ;;финн;;;;;
низко;ADV;;фирма;;;;;
никакая;PRON;;ядро;;;;;
никакие;PRON;;;;;;;
никакое;PRON;;;;;;;
никакой;PRON;;;;;;;
никогда;ADV;;форма;;;;;
никто;PRON;;;;;;;
никуда;ADV;;фотограф;;;;;
нисколько;PRON;;;;;;;
нитка;NOUN;;фотография;;;;;
ничей;PRON;;;;;;;
ничто;PRON;;;;;;;
ничьё;PRON;;;;;;;
ничьи;PRON;;;;;;;
ничья;PRON;;;;;;;
нищета;NOUN;;француженка;;;;;
нищий;ADJ;;француз;;;;;
новорождённый;NOUN, ADJ;;фрикадельки;;;;;
новость;NOUN;;фрукт;;;;;
новый;ADJ;;футбол;;;;;
нога;NOUN;;футболист;;;;;
ноготь;NOUN;;футболка;;;;;
нож;NOUN;;халат;;;;;
ножницы;NOUN;;характер;;;;;
ноль;Number;;хвост;;;;;
номер;NOUN;;Хельсинки;;;;;
Норвегия;NOUN;Countries;химик;;;;;
норвежец;NOUN;Nationality;хлеб;;;;;
норвежка;NOUN;Nationality;хобби;;;;;
нормализоваться;VERB;;хозяин;;;;;
нормально;ADV;;хозяйка;;;;;
нос;NOUN;;хоккеист;;;;;
носить;VERB;;хоккей;;;;;
носки;NOUN;Clothing;холл;;;;;
носорог;NOUN;Animals;холм;;;;;
ноутбук;NOUN;;холод;;;;;
ночной;ADJ;;холодильник;;;;;
ночь;NOUN;;хомяк;;;;;
ноябрь;NOUN;;Хорватия;;;;;
нравиться;VERB;;храм;;;;;
нравственный;ADJ;;христианство;;;;;
нуждаться;VERB;;художник;;;;;
нужный;ADJ;;художница;;;;;
нынешний;ADJ;;хулиганство;;;;;
обвинить;VERB;;цапля;;;;;
обвинять;VERB;;царапина;;;;;
обед;NOUN;;царица;;;;;
обедать;VERB;;царство;;;;;
обезьяна;NOUN;Animals;царь;;;;;
обернуться;VERB;;цвет;;;;;
обеспеченный;ADJ;;цветок;;;;;
обеспечивать;VERB;;цель;;;;;
обеспечить;VERB;;цена;;;;;
обесценивание;NOUN;;ценность;;;;;
обидеться;VERB;;центр;;;;;
обидно;ADV;;цепочка;;;;;
обидный;ADJ;;цирк;;;;;
обижаться;VERB;;циркач;;;;;
облако;NOUN;;циркачка;;;;;
областной;ADJ;;цифрa;;;;;
область;NOUN;;цунами;;;;;
облачно;ADV;;Цюрих;;;;;
облениться;VERB;;чаевые;;;;;
обложка;NOUN;;чай;;;;;
обмануть;VERB;;чайник;;;;;
обманывать;VERB;;час;;;;;
обмен;NOUN;;часовщик;;;;;
обнаруживать;VERB;;часть;;;;;
обнаружить;VERB;;часы;;;;;
обнимать;VERB;;чашка;;;;;
обобщать;VERB;;человек;;;;;
обобщить;VERB;;человечество;;;;;
обозначенный;ADJ;;чемодан;;;;;
обойти;VERB;;чемпион;;;;;
оболочка;NOUN;;чемпионат;;;;;
оборона;NOUN;;чемпионка;;;;;
оборудование;NOUN;;черепаха;;;;;
обострить;VERB;;черешня;;;;;
обострять;VERB;;черта;;;;;
обрабатывать;VERB;;чертёж;;;;;
обработать;VERB;;чеснок;;;;;
образ;NOUN;;четверг;;;;;
образованный;ADJ;;четверть;;;;;
образовательный;ADJ;;чех;;;;;
образовать;VERB;;Чехия;;;;;
образовывать;VERB;;чешка;;;;;
обратить;VERB;;Чили;;;;;
обратиться;VERB;;чилиец;;;;;
обратно;ADV;;чилийка;;;;;
обращать;VERB;;чиновник;;;;;
обращаться;VERB;;чипсы;;;;;
обряд;NOUN;;численность;;;;;
обстановка;NOUN;;число;;;;;
обсудить;VERB;;член;;;;;
обсуждать;VERB;;чтение;;;;;
обувь;NOUN;Clothing;чувство;;;;;
обучение;NOUN;;чудовище;;;;;
обучить;VERB;;шаг;;;;;
общаться;VERB;;шампанское;;;;;
общежитие;NOUN;;шампунь;;;;;
общественность;NOUN;;шапка;;;;;
общественный;ADJ;;шар;;;;;
общество;NOUN;;шарик;;;;;
общительность;NOUN;;шарф;;;;;
объедаться;VERB;;шахматист;;;;;
объединение;NOUN;;шахматистка;;;;;
объединяться;VERB;;шахматы;;;;;
объект;NOUN;;шашлык;;;;;
объесться;VERB;;швед;;;;;
объявить;VERB;;шведка;;;;;
объявление;NOUN;;Швейцария;;;;;
объявлять;VERB;;Швеция;;;;;
объяснить;VERB;;шедевр;;;;;
объяснять;VERB;;шёлк;;;;;
обычай;NOUN;;шёпот;;;;;
обычно;ADV;;шерсть;;;;;
обязанность;NOUN;;шея;;;;;
обязательно;ADV;;шина;;;;;
обязательный;ADJ;;шишка;;;;;
овощ;NOUN;Vegetables;шкаф;;;;;
овца;NOUN;Animals;школа;;;;;
огласить;VERB;;школьник;;;;;
оглашать;VERB;;школьница;;;;;
оглядеться;VERB;;шлем;;;;;
оглядываться;VERB;;шляпа;;;;;
огонь;NOUN;;шок;;;;;
огород;NOUN;;шоколад;;;;;
ограбить;VERB;;шорты;;;;;
ограничение;NOUN;;шоссе;;;;;
ограниченный;ADJ;;шоу;;;;;
ограничивать;VERB;;шпинат;;;;;
огромный;ADJ;;шпион;;;;;
огурец;NOUN;Vegetables;шторм;;;;;
одеваться;VERB;;шторы;;;;;
одежда;NOUN;Clothing;штраф;;;;;
одетый;ADJ;;штука;;;;;
одеться;VERB;;штурвал;;;;;
одеяло;NOUN;;шуба;;;;;
один;Number;;шум;;;;;
одинаковый;ADJ;;шутка;;;;;
одиннадцать;Number;;щека;;;;;
однажды;ADV;;щекотание;;;;;
однозначный;ADJ;;щель;;;;;
одноклассник;NOUN;;щенок;;;;;
одобрить;VERB;;щётка;;;;;
одобрять;VERB;;щипцы;;;;;
ожерелье;NOUN;;эгоист;;;;;
оживить;VERB;;Эдинбург;;;;;
оживлённый;ADJ;;экзамен;;;;;
оживлять;VERB;;экономика;;;;;
ожирение;NOUN;;экономист;;;;;
озабоченный;ADJ;;экран;;;;;
озеро;NOUN;;экскурсия;;;;;
означать;VERB;;экскурсовод;;;;;
озорник;NOUN;;экспонат;;;;;
оказать;VERB;;электрик;;;;;
оказаться;VERB;;электричество;;;;;
оказывать;VERB;;электричка;;;;;
оказываться;VERB;;электроника;;;;;
океан;NOUN;;электроснабжение;;;;;
окно;NOUN;House;энергоноситель;;;;;
окончание;NOUN;;эскалатор;;;;;
окраина;NOUN;;Эстония;;;;;
окрестность;NOUN;;этаж;;;;;
округ;NOUN;;ЮАР;;;;;
окружающий;ADJ;;юбка;;;;;
октябрь;NOUN;;ювелир;;;;;
окупаемость;NOUN;;юг;;;;;
олень;NOUN;Animals;юмор;;;;;
оливка;NOUN;Vegetables;юноша;;;;;
олимпиада;NOUN;Sport;яблоко;;;;;
омлет;NOUN;;явление;;;;;
он;PRON;;;;;;;
она;PRON;;;;;;;
они;PRON;;;;;;;
оно;PRON;;;;;;;
опаздывать;VERB;;язва;;;;;
опасно;ADV;;язык;;;;;
опасность;NOUN;;яйцо;;;;;
опасный;ADJ;;яма;;;;;
опекун;NOUN;;Ямайка;;;;;
опера;NOUN;;январь;;;;;
оперный;ADJ;;японец;;;;;
опираться;VERB;;Япония;;;;;
опоздание;NOUN;;японка;;;;;
опоздать;VERB;;ярмарка;;;;;
оправдать;VERB;;ясли;;;;;
оправдывать;VERB;;ящерица;;;;;
определить;VERB;;;;;;;
определять;VERB;;;;;;;
опрошенный;ADJ;;;;;;;
оптимист;NOUN;;;;;;;
опускать;VERB;;;;;;;
опустеть;VERB;;;;;;;
опухоль;NOUN;;;;;;;
опыт;NOUN;;;;;;;
опять;ADV;;;;;;;
оранжевый;ADJ;Color;;;;;;
оранжерея;NOUN;;;;;;;
орган;NOUN;;;;;;;
организм;NOUN;;;;;;;
оргтехника;NOUN;;;;;;;
орёл;NOUN;Animals;;;;;;
орех;NOUN;Fruits;;;;;;
освободить;VERB;;;;;;;
освобождать;VERB;;;;;;;
осёл;NOUN;Animals;;;;;;
осень;NOUN;;;;;;;
осенью;ADV;;;;;;;
Осло;NOUN;;;;;;;
осложнение;NOUN;;;;;;;
осмотреть;VERB;;;;;;;
основа;NOUN;;;;;;;
основать;VERB;;;;;;;
основной;ADJ;;;;;;;
основывать;VERB;;;;;;;
особенно;ADV;;;;;;;
особенный;ADJ;;;;;;;
особый;ADJ;;;;;;;
оставаться;VERB;;;;;;;
оставить;VERB;;;;;;;
оставлять;VERB;;;;;;;
останавливать;VERB;;;;;;;
останавливаться;VERB;;;;;;;
остановить;VERB;;;;;;;
остановиться;VERB;;;;;;;
остановка;NOUN;;;;;;;
остаться;VERB;;;;;;;
осторожно;ADV;;;;;;;
